match_id,season,match_name,home_team,away_team,venue,batting_innings,bowling_innings,Player_name,Starting_11,bowling_team_bowl,batting_team_bat,prev_runs,prev_balls,prev_sixes,prev_fours,prev_wickets,prev_conceded,prev_Overs_Bowled,prev_catches,prev_Dream Team,prev_Total_FP,prev_overs,prev_fielding_heroics,prev_duck,luck,Captain/Vice Captain
3578,2017,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2.0,1.0,Chris Lynn,4.0,,KKR,50.0,22.0,4.0,5.0,,,,1.0,1.0,89.0,,0.0,0,41,C
3579,2017,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",2.0,1.0,Chris Lynn,4.0,,KKR,84.0,52.0,3.0,8.0,,,,,1.0,114.0,,,0,3,NC
3580,2017,SRH v KKR,SRH,KKR,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Lynn,4.0,,KKR,26.0,14.0,2.0,3.0,,,,,1.0,43.0,,,0,80,NC
3581,2017,MI v KKR,MI,KKR,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Chris Lynn,4.0,,KKR,6.0,2.0,1.0,0.0,,,,1.0,0.0,20.0,,0.0,0,37,NC
3582,2018,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",2.0,1.0,Chris Lynn,4.0,,KKR,4.0,8.0,0.0,0.0,,,,,0.0,8.0,,,0,4,NC
3583,2018,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Chris Lynn,4.0,,KKR,5.0,8.0,0.0,1.0,,,,,0.0,10.0,,,0,46,NC
3584,2018,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",1.0,2.0,Chris Lynn,4.0,,KKR,22.0,16.0,0.0,4.0,,,,,0.0,32.0,,,0,87,NC
3585,2018,KKR v DC,KKR,DC,"Eden Gardens, Kolkata",1.0,2.0,Chris Lynn,4.0,,KKR,49.0,34.0,1.0,7.0,,,,,1.0,68.0,,,0,41,NC
3586,2018,RR v KKR,RR,KKR,"Sawai Mansingh Stadium, Jaipur",2.0,1.0,Chris Lynn,4.0,,KKR,31.0,29.0,1.0,4.0,,,,,1.0,45.0,,,0,44,NC
3587,2018,KKR v PBKS,KKR,PBKS,"Eden Gardens, Kolkata",1.0,2.0,Chris Lynn,4.0,,KKR,0.0,2.0,0.0,0.0,,,,,0.0,2.0,,,1,14,C
3588,2018,DC v KKR,DC,KKR,"Arun Jaitley Stadium, Delhi",2.0,1.0,Chris Lynn,4.0,,KKR,74.0,41.0,4.0,6.0,,,,,1.0,106.0,,,0,19,NC
3589,2018,RCB v KKR,RCB,KKR,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Lynn,4.0,,KKR,5.0,6.0,0.0,1.0,,,,,0.0,10.0,,,0,35,NC
3590,2018,KKR v CSK,KKR,CSK,"Eden Gardens, Kolkata",2.0,1.0,Chris Lynn,4.0,,KKR,62.0,52.0,1.0,7.0,,,,,1.0,83.0,,,0,82,NC
3591,2018,MI v KKR,MI,KKR,"Wankhede Stadium, Mumbai",2.0,1.0,Chris Lynn,4.0,,KKR,12.0,6.0,2.0,0.0,,,,,0.0,20.0,,,0,3,NC
3592,2018,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",2.0,1.0,Chris Lynn,4.0,,KKR,17.0,13.0,0.0,4.0,,,,1.0,1.0,35.0,,0.0,0,95,NC
3593,2018,PBKS v KKR,PBKS,KKR,"Holkar Cricket Stadium, Indore",1.0,2.0,Chris Lynn,4.0,,KKR,21.0,15.0,1.0,3.0,,,,1.0,1.0,40.0,,0.0,0,1,NC
3594,2018,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",2.0,1.0,Chris Lynn,4.0,,KKR,27.0,17.0,2.0,2.0,,,,,1.0,41.0,,,0,46,NC
3595,2018,SRH v KKR,SRH,KKR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,Chris Lynn,4.0,,KKR,45.0,42.0,1.0,5.0,,,,,1.0,60.0,,,0,28,NC
3596,2018,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",1.0,2.0,Chris Lynn,4.0,,KKR,55.0,43.0,3.0,4.0,,,,,1.0,77.0,,,0,88,NC
3597,2018,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",2.0,1.0,Chris Lynn,4.0,,KKR,18.0,22.0,0.0,2.0,,,,1.0,0.0,32.0,,0.0,0,10,NC
3598,2019,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",2.0,1.0,Chris Lynn,4.0,,KKR,48.0,31.0,2.0,6.0,,,,,1.0,70.0,,,0,46,NC
3599,2019,KKR v PBKS,KKR,PBKS,"Eden Gardens, Kolkata",1.0,2.0,Chris Lynn,4.0,,KKR,7.0,11.0,1.0,0.0,,,,,0.0,11.0,,,0,96,NC
3600,2019,DC v KKR,DC,KKR,"Arun Jaitley Stadium, Delhi",1.0,2.0,Chris Lynn,4.0,,KKR,10.0,10.0,0.0,2.0,,,,,0.0,16.0,,,0,16,NC
3601,2019,RCB v KKR,RCB,KKR,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Lynn,4.0,,KKR,20.0,18.0,0.0,3.0,,,,,0.0,27.0,,,0,89,NC
3602,2019,RR v KKR,RR,KKR,"Sawai Mansingh Stadium, Jaipur",2.0,1.0,Chris Lynn,4.0,,KKR,43.0,31.0,2.0,4.0,,,,,1.0,61.0,,,0,55,VC
3603,2019,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Chris Lynn,4.0,,KKR,50.0,32.0,3.0,6.0,,,,,1.0,78.0,,,0,54,NC
3604,2019,KKR v CSK,KKR,CSK,"Eden Gardens, Kolkata",1.0,2.0,Chris Lynn,4.0,,KKR,0.0,5.0,0.0,0.0,,,,,0.0,2.0,,,1,4,C
3605,2019,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",2.0,1.0,Chris Lynn,4.0,,KKR,82.0,51.0,6.0,7.0,,,,,1.0,117.0,,,0,74,NC
3606,2019,SRH v KKR,SRH,KKR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,2.0,Chris Lynn,4.0,,KKR,1.0,2.0,0.0,0.0,,,,,0.0,5.0,,,0,21,NC
3607,2019,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",1.0,2.0,Chris Lynn,4.0,,KKR,51.0,47.0,1.0,4.0,,,,,1.0,69.0,,,0,90,NC
3608,2019,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",1.0,2.0,Chris Lynn,4.0,,KKR,0.0,3.0,0.0,0.0,,,,,0.0,2.0,,,1,45,NC
3609,2019,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2.0,1.0,Chris Lynn,4.0,,KKR,54.0,29.0,2.0,8.0,,,,,1.0,84.0,,,0,43,NC
3610,2019,MI v KKR,MI,KKR,"Wankhede Stadium, Mumbai",1.0,2.0,Chris Lynn,4.0,,KKR,46.0,22.0,3.0,5.0,,,,1.0,1.0,79.0,,0.0,0,12,NC
3611,2021,MI v RCB,MI,RCB,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Chris Lynn,4.0,,MI,41.0,29.0,4.0,2.0,,,,,1.0,61.0,,,0,75,VC
3612,2013,PBKS v CSK,PBKS,CSK,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2.0,1.0,Chris Morris,4.0,CSK,,,,,,,,,,,,,,0,8,NC
3613,2013,CSK v RCB,CSK,RCB,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,Chris Morris,4.0,CSK,CSK,,,,,2.0,27.0,"[4, 6, 17, 19]",1.0,1.0,64.0,4.0,0.0,0,70,NC
3614,2013,CSK v PWI,CSK,PWI,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,Chris Morris,4.0,CSK,CSK,7.0,4.0,0.0,0.0,3.0,40.0,"[2, 5, 17, 19]",,1.0,88.0,4.0,,0,40,NC
3615,2013,DC v CSK,DC,CSK,"Arun Jaitley Stadium, Delhi",1.0,2.0,Chris Morris,4.0,CSK,,5.0,5.0,0.0,0.0,2.0,25.0,"[9, 11, 15, 17]",,1.0,61.0,4.0,,0,0,NC
3616,2013,KKR v CSK,KKR,CSK,"Eden Gardens, Kolkata",2.0,1.0,Chris Morris,4.0,CSK,,,,,,1.0,13.0,"[3, 5]",,1.0,39.0,2.0,,0,53,NC
3617,2013,CSK v RR,CSK,RR,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,Chris Morris,4.0,CSK,CSK,,,,,1.0,12.0,"[4, 6, 20]",,1.0,35.0,3.0,,0,18,NC
3618,2013,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,Chris Morris,4.0,CSK,CSK,1.0,1.0,0.0,0.0,0.0,32.0,"[5, 13, 19]",,0.0,3.0,3.0,,0,4,NC
3619,2013,CSK v KKR,CSK,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Chris Morris,4.0,CSK,,0.0,1.0,0.0,0.0,0.0,24.0,"[9, 11, 17]",1.0,0.0,10.0,3.0,0.0,1,66,NC
3620,2013,PWI v CSK,PWI,CSK,"Maharashtra Cricket Association Stadium, Pune",1.0,2.0,Chris Morris,4.0,CSK,,,,,,1.0,29.0,"[3, 5, 20]",,1.0,37.0,3.0,,0,83,NC
3621,2013,CSK v PBKS,CSK,PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Chris Morris,4.0,CSK,,,,,,1.0,21.0,"[4, 6, 19]",,1.0,31.0,3.0,,0,89,NC
3622,2013,MI v CSK,MI,CSK,"Wankhede Stadium, Mumbai",2.0,1.0,Chris Morris,4.0,CSK,CSK,,,,,0.0,31.0,"[10, 17, 19]",,0.0,2.0,3.0,,0,74,NC
3623,2013,SRH v CSK,SRH,CSK,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,2.0,Chris Morris,4.0,CSK,,1.0,4.0,0.0,0.0,0.0,14.0,"[3, 5, 9]",,0.0,11.0,3.0,,0,55,NC
3624,2013,RR v CSK,RR,CSK,"Sawai Mansingh Stadium, Jaipur",1.0,2.0,Chris Morris,4.0,CSK,,,,,,1.0,24.0,"[11, 20]",2.0,1.0,41.0,2.0,0.0,0,68,NC
3625,2013,RCB v CSK,RCB,CSK,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Morris,4.0,CSK,,,,,,1.0,36.0,"[8, 10, 12, 15]",,1.0,29.0,4.0,,0,70,NC
3626,2013,CSK v MI,CSK,MI,"Arun Jaitley Stadium, Delhi",1.0,2.0,Chris Morris,4.0,CSK,,,,,,0.0,22.0,"[2, 4]",,0.0,2.0,2.0,,0,99,NC
3627,2013,CSK v MI,CSK,MI,"Eden Gardens, Kolkata",2.0,1.0,Chris Morris,4.0,CSK,CSK,,,,,1.0,26.0,"[7, 12, 17]",1.0,1.0,37.0,3.0,0.0,0,0,NC
3628,2015,PBKS v RR,PBKS,RR,"Maharashtra Cricket Association Stadium, Pune",1.0,2.0,Chris Morris,4.0,RR,RR,0.0,1.0,0.0,0.0,1.0,25.0,"[8, 10, 17, 19]",0.0,1.0,45.0,4.0,1.0,1,66,NC
3629,2015,DC v RR,DC,RR,"Arun Jaitley Stadium, Delhi",2.0,1.0,Chris Morris,4.0,RR,RR,6.0,8.0,0.0,0.0,0.0,21.0,"[2, 10, 17, 20]",,0.0,14.0,4.0,,0,56,NC
3630,2015,RR v MI,RR,MI,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",2.0,1.0,Chris Morris,4.0,RR,,13.0,6.0,1.0,1.0,2.0,35.0,"[2, 11, 17, 20]",,1.0,70.0,4.0,,0,41,NC
3631,2015,SRH v RR,SRH,RR,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2.0,1.0,Chris Morris,4.0,RR,,,,,,1.0,34.0,"[2, 11, 13, 20]",1.0,1.0,45.0,4.0,0.0,0,44,NC
3632,2015,RR v CSK,RR,CSK,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",2.0,1.0,Chris Morris,4.0,RR,,,,,,0.0,23.0,"[2, 7, 18]",,0.0,4.0,3.0,,0,34,NC
3633,2015,RR v PBKS,RR,PBKS,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",1.0,2.0,Chris Morris,4.0,RR,,,,,,1.0,19.0,"[2, 6, 16, 20]",1.0,1.0,43.0,4.0,0.0,0,9,NC
3634,2015,RR v RCB,RR,RCB,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",1.0,2.0,Chris Morris,4.0,RR,RR,,,,,1.0,34.0,"[1, 6, 17, 19]",,1.0,37.0,4.0,,0,70,NC
3635,2015,RR v SRH,RR,SRH,"Brabourne Stadium, Mumbai",2.0,1.0,Chris Morris,4.0,RR,RR,3.0,3.0,0.0,0.0,0.0,23.0,"[1, 3, 11]",,0.0,7.0,3.0,,0,52,NC
3636,2015,CSK v RR,CSK,RR,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,Chris Morris,4.0,RR,RR,34.0,11.0,3.0,2.0,0.0,38.0,"[2, 4, 17, 20]",,1.0,56.0,4.0,,0,22,VC
3637,2015,RR v KKR,RR,KKR,"Brabourne Stadium, Mumbai",1.0,2.0,Chris Morris,4.0,RR,RR,16.0,10.0,1.0,0.0,3.0,19.0,"[1, 4, 18, 20]",,1.0,111.0,4.0,,0,40,NC
3638,2015,RR v RCB,RR,RCB,"Maharashtra Cricket Association Stadium, Pune",2.0,1.0,Chris Morris,4.0,RR,RR,4.0,5.0,0.0,0.0,4.0,23.0,"[1, 5, 14]",1.0,1.0,128.0,4.0,0.0,0,95,NC
3639,2016,KKR v DC,KKR,DC,"Eden Gardens, Kolkata",1.0,2.0,Chris Morris,4.0,DC,DC,0.0,3.0,0.0,0.0,1.0,42.0,"[1, 5, 18, 20]",,0.0,27.0,4.0,,1,27,NC
3640,2016,DC v PBKS,DC,PBKS,"Arun Jaitley Stadium, Delhi",2.0,1.0,Chris Morris,4.0,DC,,11.0,9.0,0.0,2.0,0.0,21.0,"[4, 6, 11, 13]",1.0,1.0,29.0,4.0,0.0,0,25,NC
3641,2016,RCB v DC,RCB,DC,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Morris,4.0,DC,,,,,,1.0,19.0,"[4, 8, 17, 19]",1.0,1.0,51.0,4.0,0.0,0,72,NC
3642,2016,DC v MI,DC,MI,"Arun Jaitley Stadium, Delhi",1.0,2.0,Chris Morris,4.0,DC,,,,,,0.0,29.0,"[2, 6, 18, 20]",1.0,0.0,12.0,4.0,0.0,0,82,NC
3643,2016,DC v GL,DC,GL,"Arun Jaitley Stadium, Delhi",2.0,1.0,Chris Morris,4.0,DC,DC,,,,,1.0,27.0,"[5, 14, 18, 20]",1.0,1.0,53.0,4.0,1.0,0,6,C
3644,2016,DC v KKR,DC,KKR,"Arun Jaitley Stadium, Delhi",1.0,2.0,Chris Morris,4.0,DC,DC,82.0,32.0,8.0,4.0,2.0,35.0,"[5, 12, 18, 20]",,1.0,178.0,4.0,,0,96,NC
3645,2016,GL v DC,GL,DC,"Saurashtra Cricket Association Stadium, Rajkot",2.0,1.0,Chris Morris,4.0,DC,,0.0,2.0,0.0,0.0,1.0,19.0,"[7, 9, 18]",2.0,1.0,57.0,3.0,1.0,1,59,NC
3646,2016,PBKS v DC,PBKS,DC,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2.0,1.0,Chris Morris,4.0,DC,DC,,,,,1.0,32.0,"[2, 5, 8, 19]",1.0,1.0,45.0,4.0,0.0,0,94,VC
3647,2016,SRH v DC,SRH,DC,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,Chris Morris,4.0,DC,,17.0,12.0,1.0,0.0,2.0,30.0,"[4, 6, 18, 20]",1.0,1.0,91.0,4.0,0.0,0,22,NC
3648,2016,MI v DC,MI,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2.0,1.0,Chris Morris,4.0,DC,DC,,,,,1.0,19.0,"[7, 12, 17, 19]",0.0,1.0,55.0,4.0,1.0,0,29,NC
3649,2016,RPS v DC,RPS,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1.0,2.0,Chris Morris,4.0,DC,DC,20.0,16.0,1.0,2.0,2.0,34.0,"[2, 4, 18, 20]",,1.0,86.0,4.0,,0,44,NC
3650,2016,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",1.0,2.0,Chris Morris,4.0,DC,DC,38.0,20.0,2.0,4.0,1.0,12.0,"[4, 6]",,1.0,87.0,2.0,,0,71,NC
3651,2017,RCB v DC,RCB,DC,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Morris,4.0,DC,DC,27.0,18.0,0.0,3.0,1.0,31.0,"[2, 4, 6]",,1.0,67.0,3.0,,0,17,C
3652,2017,RPS v DC,RPS,DC,"Maharashtra Cricket Association Stadium, Pune",1.0,2.0,Chris Morris,4.0,DC,DC,4.0,5.0,0.0,0.0,3.0,21.0,"[2, 4, 18, 20]",1.0,1.0,115.0,4.0,0.0,0,69,NC
3654,2017,DC v KKR,DC,KKR,"Arun Jaitley Stadium, Delhi",1.0,2.0,Chris Morris,4.0,DC,DC,16.0,8.0,1.0,1.0,3.0,23.0,"[5, 7, 18, 20]",,1.0,122.0,4.0,,0,85,NC
3655,2017,SRH v DC,SRH,DC,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,Chris Morris,4.0,DC,DC,16.0,9.0,0.0,3.0,1.0,30.0,"[4, 15, 17, 19]",,1.0,56.0,4.0,,0,55,VC
3656,2017,MI v DC,MI,DC,"Wankhede Stadium, Mumbai",2.0,1.0,Chris Morris,4.0,DC,DC,0.0,0.0,0.0,0.0,4.0,26.0,"[2, 4, 17, 19]",,1.0,120.0,4.0,,1,57,NC
3657,2017,KKR v DC,KKR,DC,"Eden Gardens, Kolkata",1.0,2.0,Chris Morris,4.0,DC,DC,52.0,41.0,1.0,5.0,0.0,33.0,"[2, 6, 17, 20]",,1.0,71.0,4.0,,0,51,NC
3658,2017,PBKS v DC,PBKS,DC,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1.0,2.0,Chris Morris,4.0,DC,DC,11.0,10.0,0.0,1.0,0.0,39.0,"[4, 8, 16]",,0.0,10.0,3.0,,0,15,NC
3659,2017,DC v SRH,DC,SRH,"Arun Jaitley Stadium, Delhi",2.0,1.0,Chris Morris,4.0,DC,DC,2.0,5.0,0.0,0.0,0.0,13.0,"[3, 5]",,0.0,8.0,2.0,,0,34,NC
3660,2018,PBKS v DC,PBKS,DC,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1.0,2.0,Chris Morris,4.0,DC,DC,15.0,7.0,1.0,1.0,0.0,36.0,"[4, 7, 17, 19]",1.0,0.0,30.0,4.0,0.0,0,30,NC
3661,2018,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",2.0,1.0,Chris Morris,4.0,DC,DC,27.0,16.0,1.0,1.0,1.0,25.0,"[4, 6, 18]",,1.0,63.0,3.0,,0,22,NC
3662,2018,KKR v DC,KKR,DC,"Eden Gardens, Kolkata",2.0,1.0,Chris Morris,4.0,DC,DC,17.0,7.0,1.0,2.0,0.0,34.0,"[4, 6, 17]",1.0,1.0,29.0,3.0,0.0,0,82,NC
3663,2018,RCB v DC,RCB,DC,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Chris Morris,4.0,DC,DC,2.0,3.0,0.0,0.0,2.0,41.0,"[2, 14, 16, 19]",1.0,1.0,62.0,4.0,0.0,0,84,NC
3664,2019,DC v KKR,DC,KKR,"Arun Jaitley Stadium, Delhi",2.0,1.0,Chris Morris,4.0,DC,,0.0,0.0,0.0,0.0,0.0,43.0,"[6, 8, 15, 17]",,0.0,0.0,4.0,,1,88,NC
3665,2019,PBKS v DC,PBKS,DC,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2.0,1.0,Chris Morris,4.0,DC,DC,,,,,1.0,35.0,"[3, 5, 15, 18]",,0.0,29.0,4.0,,0,58,VC
3666,2019,DC v SRH,DC,SRH,"Arun Jaitley Stadium, Delhi",1.0,2.0,Chris Morris,4.0,DC,DC,0.0,1.0,0.0,0.0,3.0,30.0,"[2, 6, 17, 19]",1.0,1.0,105.0,4.0,0.0,1,25,NC
3667,2019,RCB v DC,RCB,DC,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Morris,4.0,DC,DC,17.0,15.0,1.0,1.0,0.0,26.0,"[4, 10, 18]",1.0,1.0,32.0,3.0,0.0,0,73,NC
3668,2019,KKR v DC,KKR,DC,"Eden Gardens, Kolkata",2.0,1.0,Chris Morris,4.0,DC,,0.0,3.0,0.0,0.0,2.0,28.0,"[2, 4, 16, 19]",,1.0,62.0,4.0,,1,84,NC
3669,2019,SRH v DC,SRH,DC,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,2.0,Chris Morris,4.0,DC,DC,,,,,2.0,38.0,"[2, 13, 17, 19]",,1.0,62.0,4.0,,0,82,NC
3670,2019,DC v MI,DC,MI,"Arun Jaitley Stadium, Delhi",2.0,1.0,Chris Morris,4.0,DC,DC,4.0,8.0,0.0,0.0,3.0,22.0,"[4, 14, 18]",,1.0,95.0,3.0,,0,77,NC
3671,2019,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",2.0,1.0,Chris Morris,4.0,DC,,11.0,9.0,1.0,0.0,0.0,39.0,"[4, 17, 19]",,0.0,11.0,3.0,,0,7,NC
3673,2020,KKR v RCB,KKR,RCB,"Sheikh Zayed Stadium, Abu Dhabi",2.0,1.0,Chris Morris,4.0,RCB,,0.0,1.0,0.0,0.0,1.0,47.0,"[5, 9, 17, 19]",,0.0,33.0,4.0,,1,18,NC
3674,2020,MI v RCB,MI,RCB,"Sheikh Zayed Stadium, Abu Dhabi",1.0,2.0,Chris Morris,4.0,RCB,RCB,,,,,0.0,16.0,"[1, 5, 18, 20]",1.0,1.0,36.0,4.0,1.0,0,24,NC
3675,2020,RCB v SRH,RCB,SRH,Sharjah Cricket Stadium,1.0,2.0,Chris Morris,4.0,RCB,RCB,4.0,2.0,0.0,1.0,1.0,36.0,"[1, 15, 17, 19]",2.0,1.0,50.0,4.0,0.0,0,57,NC
3676,2020,DC v RCB,DC,RCB,"Sheikh Zayed Stadium, Abu Dhabi",1.0,2.0,Chris Morris,4.0,RCB,RCB,3.0,4.0,0.0,0.0,0.0,19.0,"[1, 5]",1.0,0.0,15.0,2.0,0.0,0,61,NC
3679,2020,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,1.0,2.0,Chris Morris,4.0,RCB,RCB,,,,,3.0,19.0,"[1, 10, 17, 19]",1.0,1.0,109.0,4.0,1.0,0,19,NC
3680,2020,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,1.0,2.0,Chris Morris,4.0,RCB,,25.0,8.0,3.0,1.0,0.0,22.0,"[1, 3, 14, 18]",,1.0,40.0,4.0,,0,87,VC
3681,2020,RCB v CSK,RCB,CSK,Dubai International Cricket Stadium,1.0,2.0,Chris Morris,4.0,RCB,RCB,,,,,2.0,17.0,"[1, 13, 15, 19]",1.0,1.0,76.0,4.0,0.0,0,49,NC
3683,2021,RR v DC,RR,DC,"Wankhede Stadium, Mumbai",2.0,1.0,Chris Morris,4.0,RR,RR,2.0,4.0,0.0,0.0,2.0,41.0,"[4, 6, 16, 18]",1.0,1.0,62.0,4.0,0.0,0,33,NC
3684,2021,CSK v RR,CSK,RR,"Wankhede Stadium, Mumbai",2.0,1.0,Chris Morris,4.0,RR,RR,36.0,18.0,4.0,0.0,1.0,27.0,"[5, 8, 15]",,1.0,83.0,3.0,,0,80,NC
3685,2021,RCB v RR,RCB,RR,"Wankhede Stadium, Mumbai",1.0,2.0,Chris Morris,4.0,RR,RR,0.0,2.0,0.0,0.0,2.0,33.0,"[6, 8, 17, 19]",1.0,1.0,62.0,4.0,0.0,1,43,NC
3687,2021,MI v RR,MI,RR,"Arun Jaitley Stadium, Delhi",1.0,2.0,Chris Morris,4.0,RR,,,,,,4.0,23.0,"[5, 11, 18, 20]",0.0,1.0,136.0,4.0,1.0,0,16,NC
3688,2021,RR v SRH,RR,SRH,"Arun Jaitley Stadium, Delhi",1.0,2.0,Chris Morris,4.0,RR,,,,,,2.0,33.0,"[6, 10, 16, 18]",,1.0,54.0,4.0,,0,13,VC
3689,2021,SRH v RR,SRH,RR,Dubai International Cricket Stadium,1.0,2.0,Chris Morris,4.0,RR,,,,,,3.0,29.0,"[6, 11, 17, 19]",2.0,1.0,107.0,4.0,0.0,0,18,NC
3690,2021,RR v RCB,RR,RCB,Dubai International Cricket Stadium,1.0,2.0,Chris Morris,4.0,RR,RR,,,,,0.0,27.0,"[2, 5, 15]",,0.0,4.0,3.0,,0,18,NC
3692,2021,PBKS v RR,PBKS,RR,Dubai International Cricket Stadium,1.0,2.0,Chris Morris,4.0,RR,RR,0.0,2.0,0.0,0.0,1.0,28.0,"[2, 6, 16, 20]",,1.0,31.0,4.0,,1,47,NC
3693,2017,GL v KKR,GL,KKR,"Saurashtra Cricket Association Stadium, Rajkot",2.0,1.0,Chris Woakes,4.0,KKR,,,,,,,,,,,,,,0,69,NC
3694,2017,MI v KKR,MI,KKR,"Wankhede Stadium, Mumbai",1.0,2.0,Chris Woakes,4.0,KKR,KKR,,,,,0.0,35.0,"[6, 8, 19]",,0.0,0.0,3.0,,0,50,NC
3695,2017,KKR v PBKS,KKR,PBKS,"Eden Gardens, Kolkata",2.0,1.0,Chris Woakes,4.0,KKR,,9.0,8.0,0.0,0.0,1.0,34.0,"[2, 4, 15, 17]",,0.0,38.0,4.0,,0,48,NC
3696,2017,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",1.0,2.0,Chris Woakes,4.0,KKR,KKR,,,,,2.0,30.0,"[4, 9, 20]",1.0,1.0,60.0,3.0,0.0,0,50,NC
3697,2017,DC v KKR,DC,KKR,"Arun Jaitley Stadium, Delhi",2.0,1.0,Chris Woakes,4.0,KKR,KKR,1.0,1.0,0.0,0.0,2.0,49.0,"[11, 15, 17, 19]",1.0,1.0,65.0,4.0,0.0,0,54,NC
3698,2017,KKR v GL,KKR,GL,"Eden Gardens, Kolkata",1.0,2.0,Chris Woakes,4.0,KKR,,3.0,5.0,0.0,0.0,1.0,31.0,"[2, 9, 11, 20]",,0.0,32.0,4.0,,0,32,NC
3699,2017,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",1.0,2.0,Chris Woakes,4.0,KKR,KKR,,,,,1.0,20.0,"[7, 9]",,0.0,27.0,2.0,,0,36,C
3700,2017,RPS v KKR,RPS,KKR,"Maharashtra Cricket Association Stadium, Pune",2.0,1.0,Chris Woakes,4.0,KKR,,18.0,21.0,0.0,3.0,3.0,6.0,"[7, 9]",1.0,1.0,126.0,2.0,0.0,0,66,NC
3701,2017,KKR v DC,KKR,DC,"Eden Gardens, Kolkata",2.0,1.0,Chris Woakes,4.0,KKR,,,,,,0.0,38.0,"[2, 5, 19]",,0.0,-2.0,3.0,,0,81,NC
3702,2017,SRH v KKR,SRH,KKR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,Chris Woakes,4.0,KKR,KKR,,,,,0.0,20.0,"[4, 9, 19]",1.0,0.0,14.0,3.0,0.0,0,13,NC
