match_id,season,match_name,home_team,away_team,venue,batting_innings,bowling_innings,Player_name,Starting_11,bowling_team_bowl,batting_team_bat,prev_runs,prev_balls,prev_sixes,prev_fours,prev_wickets,prev_conceded,prev_Overs_Bowled,prev_catches,prev_Dream Team,prev_Total_FP,prev_overs,prev_fielding_heroics,prev_duck,luck,Captain/Vice Captain
3450,2013,PBKS v RCB,PBKS,RCB,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1.0,2.0,Chris Gayle,4.0,RCB,RCB,33.0,36.0,1.0,1.0,,,,1.0,1.0,52.0,,0.0,0,70,VC
3451,2013,RCB v CSK,RCB,CSK,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Chris Gayle,4.0,,RCB,61.0,33.0,3.0,6.0,0.0,22.0,[18],,1.0,91.0,1.0,,0,44,NC
3452,2014,PBKS v RCB,PBKS,RCB,Dubai International Cricket Stadium,1.0,2.0,Chris Gayle,4.0,,RCB,28.0,13.0,4.0,0.0,,,,1.0,1.0,54.0,,0.0,0,35,NC
3453,2014,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Gayle,4.0,,RCB,20.0,7.0,2.0,2.0,,,,,0.0,30.0,,,0,78,NC
3454,2014,MI v RCB,MI,RCB,"Wankhede Stadium, Mumbai",2.0,1.0,Chris Gayle,4.0,,RCB,27.0,19.0,2.0,3.0,,,,1.0,1.0,48.0,,0.0,0,92,NC
3455,2014,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Gayle,4.0,,RCB,38.0,24.0,3.0,3.0,,,,,1.0,59.0,,,0,47,NC
3456,2014,RCB v RR,RCB,RR,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Chris Gayle,4.0,,RCB,4.0,7.0,0.0,1.0,,,,,0.0,9.0,,,0,59,NC
3457,2014,RCB v DC,RCB,DC,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Chris Gayle,4.0,,RCB,19.0,25.0,0.0,3.0,,,,,0.0,26.0,,,0,59,NC
3458,2014,CSK v RCB,CSK,RCB,"JSCA International Stadium Complex, Ranchi",2.0,1.0,Chris Gayle,4.0,,RCB,22.0,23.0,2.0,1.0,,,,,0.0,31.0,,,0,59,NC
3459,2014,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,2.0,Chris Gayle,4.0,,RCB,46.0,50.0,3.0,3.0,,,,1.0,1.0,71.0,,0.0,0,79,NC
3460,2014,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",2.0,1.0,Chris Gayle,4.0,,RCB,14.0,20.0,0.0,1.0,,,,,0.0,19.0,,,0,64,NC
3461,2015,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",2.0,1.0,Chris Gayle,4.0,,RCB,6.0,9.0,0.0,1.0,,,,,0.0,11.0,,,0,45,C
3462,2015,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Chris Gayle,4.0,,RCB,96.0,56.0,7.0,7.0,,,,,1.0,135.0,,,0,74,NC
3463,2015,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Gayle,4.0,,RCB,21.0,16.0,1.0,3.0,,,,,0.0,32.0,,,0,20,NC
3464,2015,RR v RCB,RR,RCB,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",2.0,1.0,Chris Gayle,4.0,,RCB,10.0,24.0,0.0,0.0,,,,,0.0,8.0,,,0,35,NC
3465,2015,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2.0,1.0,Chris Gayle,4.0,,RCB,20.0,17.0,1.0,3.0,,,,,1.0,29.0,,,0,52,VC
3466,2015,RCB v RR,RCB,RR,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Gayle,4.0,,RCB,62.0,40.0,4.0,6.0,,,,,1.0,92.0,,,0,64,NC
3467,2015,RCB v KKR,RCB,KKR,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Gayle,4.0,,RCB,10.0,4.0,1.0,1.0,,,,,1.0,17.0,,,0,3,NC
3468,2015,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Chris Gayle,4.0,,RCB,21.0,9.0,3.0,0.0,,,,,1.0,31.0,,,0,12,C
3469,2015,MI v RCB,MI,RCB,"Wankhede Stadium, Mumbai",1.0,2.0,Chris Gayle,4.0,,RCB,117.0,57.0,12.0,7.0,,,,,1.0,174.0,,,0,71,NC
3470,2015,PBKS v RCB,PBKS,RCB,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2.0,1.0,Chris Gayle,4.0,,RCB,13.0,12.0,1.0,1.0,,,,,0.0,20.0,,,0,36,NC
3471,2015,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,Chris Gayle,4.0,,RCB,17.0,14.0,1.0,1.0,,,,,0.0,24.0,,,0,61,NC
3472,2015,RCB v DC,RCB,DC,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Gayle,4.0,RCB,RCB,35.0,10.0,3.0,4.0,,,,,1.0,59.0,,,0,61,NC
3473,2015,RR v RCB,RR,RCB,"Maharashtra Cricket Association Stadium, Pune",1.0,2.0,Chris Gayle,4.0,,RCB,1.0,5.0,0.0,0.0,0.0,15.0,"[8, 10]",1.0,1.0,13.0,2.0,0.0,0,51,NC
3474,2015,CSK v RCB,CSK,RCB,"JSCA International Stadium Complex, Ranchi",1.0,2.0,Chris Gayle,4.0,,RCB,27.0,26.0,1.0,4.0,,,,,1.0,37.0,,,0,9,NC
3475,2016,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Chris Gayle,4.0,,RCB,41.0,43.0,3.0,2.0,,,,,1.0,57.0,,,0,27,NC
3476,2016,RCB v DC,RCB,DC,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Chris Gayle,4.0,,RCB,1.0,4.0,0.0,0.0,,,,,0.0,5.0,,,0,40,NC
3477,2016,RCB v KKR,RCB,KKR,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Chris Gayle,4.0,,RCB,0.0,3.0,0.0,0.0,,,,,0.0,2.0,,,1,25,NC
3478,2016,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Chris Gayle,4.0,,RCB,7.0,7.0,1.0,0.0,,,,,0.0,13.0,,,0,24,NC
3479,2016,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Chris Gayle,4.0,RCB,RCB,5.0,6.0,0.0,1.0,,,,,0.0,10.0,,,0,50,NC
3480,2016,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",2.0,1.0,Chris Gayle,4.0,,RCB,6.0,13.0,0.0,1.0,0.0,3.0,"[16, 18]",,0.0,11.0,2.0,,0,22,NC
3481,2016,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Chris Gayle,4.0,RCB,RCB,49.0,31.0,4.0,5.0,,,,,1.0,74.0,,,0,32,NC
3482,2016,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",2.0,1.0,Chris Gayle,4.0,RCB,RCB,73.0,32.0,8.0,4.0,0.0,25.0,"[10, 12, 14]",1.0,1.0,119.0,3.0,0.0,0,20,NC
3483,2016,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Gayle,4.0,,RCB,1.0,4.0,0.0,0.0,2.0,11.0,"[13, 15]",1.0,1.0,67.0,2.0,0.0,0,98,NC
3484,2016,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Gayle,4.0,RCB,RCB,9.0,12.0,0.0,2.0,,,,2.0,1.0,31.0,,0.0,0,18,VC
3485,2017,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,Chris Gayle,4.0,,RCB,76.0,38.0,8.0,4.0,0.0,24.0,"[2, 4, 6]",,1.0,114.0,3.0,,0,90,NC
3486,2017,RCB v DC,RCB,DC,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Chris Gayle,4.0,,RCB,32.0,21.0,3.0,2.0,,,,,1.0,52.0,,,0,34,NC
3487,2017,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Chris Gayle,4.0,,RCB,6.0,8.0,0.0,1.0,,,,,0.0,11.0,,,0,18,NC
3488,2017,GL v RCB,GL,RCB,"Saurashtra Cricket Association Stadium, Rajkot",1.0,2.0,Chris Gayle,4.0,,RCB,22.0,27.0,1.0,2.0,,,,2.0,1.0,46.0,,0.0,0,15,C
3489,2017,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",2.0,1.0,Chris Gayle,4.0,,RCB,77.0,38.0,7.0,5.0,,,,,1.0,114.0,,,0,47,NC
3490,2017,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Chris Gayle,4.0,,RCB,7.0,17.0,0.0,1.0,,,,,0.0,6.0,,,0,34,NC
3491,2017,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Gayle,4.0,,RCB,8.0,11.0,0.0,1.0,,,,,0.0,13.0,,,0,44,NC
3492,2017,RCB v KKR,RCB,KKR,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Chris Gayle,4.0,,RCB,0.0,2.0,0.0,0.0,,,,,0.0,2.0,,,1,62,NC
3493,2017,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",1.0,2.0,Chris Gayle,4.0,,RCB,0.0,1.0,0.0,0.0,,,,,0.0,2.0,,,1,62,NC
3496,2018,KKR v PBKS,KKR,PBKS,"Eden Gardens, Kolkata",2.0,1.0,Chris Gayle,4.0,,PBKS,104.0,63.0,11.0,1.0,,,,,1.0,151.0,,,0,36,NC
3497,2018,SRH v PBKS,SRH,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,Chris Gayle,4.0,,PBKS,62.0,38.0,6.0,5.0,,,,,1.0,95.0,,,0,95,NC
3498,2018,PBKS v MI,PBKS,MI,"Holkar Cricket Stadium, Indore",1.0,2.0,Chris Gayle,4.0,,PBKS,23.0,22.0,2.0,1.0,,,,,1.0,32.0,,,0,27,NC
3499,2018,PBKS v RR,PBKS,RR,"Holkar Cricket Stadium, Indore",2.0,1.0,Chris Gayle,4.0,,PBKS,50.0,40.0,2.0,6.0,,,,,1.0,72.0,,,0,70,NC
3500,2018,RR v PBKS,RR,PBKS,"Sawai Mansingh Stadium, Jaipur",2.0,1.0,Chris Gayle,4.0,,PBKS,8.0,11.0,0.0,2.0,,,,1.0,0.0,22.0,,0.0,0,68,NC
3501,2018,PBKS v KKR,PBKS,KKR,"Holkar Cricket Stadium, Indore",2.0,1.0,Chris Gayle,4.0,,PBKS,1.0,1.0,0.0,0.0,,,,,0.0,5.0,,,0,41,NC
3502,2018,PBKS v RCB,PBKS,RCB,"Holkar Cricket Stadium, Indore",1.0,2.0,Chris Gayle,4.0,,PBKS,21.0,17.0,1.0,2.0,,,,,0.0,29.0,,,0,81,NC
3503,2018,MI v PBKS,MI,PBKS,"Wankhede Stadium, Mumbai",2.0,1.0,Chris Gayle,4.0,,PBKS,18.0,14.0,0.0,4.0,,,,,1.0,26.0,,,0,26,NC
3504,2018,CSK v PBKS,CSK,PBKS,"Maharashtra Cricket Association Stadium, Pune",1.0,2.0,Chris Gayle,4.0,,PBKS,18.0,11.0,1.0,2.0,,,,,0.0,30.0,,,0,36,NC
3505,2019,RR v PBKS,RR,PBKS,"Sawai Mansingh Stadium, Jaipur",1.0,2.0,Chris Gayle,4.0,,PBKS,0.0,2.0,0.0,0.0,,,,1.0,0.0,10.0,,0.0,1,34,C
3506,2019,KKR v PBKS,KKR,PBKS,"Eden Gardens, Kolkata",2.0,1.0,Chris Gayle,4.0,,PBKS,79.0,47.0,4.0,8.0,,,,,1.0,111.0,,,0,48,NC
3507,2019,PBKS v MI,PBKS,MI,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2.0,1.0,Chris Gayle,4.0,,PBKS,20.0,13.0,2.0,2.0,,,,,1.0,34.0,,,0,31,NC
3508,2019,CSK v PBKS,CSK,PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,Chris Gayle,4.0,,PBKS,40.0,24.0,4.0,3.0,,,,,1.0,63.0,,,0,57,NC
3509,2019,PBKS v SRH,PBKS,SRH,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2.0,1.0,Chris Gayle,4.0,,PBKS,5.0,7.0,0.0,1.0,,,,,0.0,10.0,,,0,58,NC
3510,2019,MI v PBKS,MI,PBKS,"Wankhede Stadium, Mumbai",1.0,2.0,Chris Gayle,4.0,,PBKS,16.0,14.0,1.0,1.0,,,,,0.0,23.0,,,0,97,NC
3511,2019,PBKS v RCB,PBKS,RCB,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1.0,2.0,Chris Gayle,4.0,,PBKS,63.0,36.0,7.0,3.0,,,,,1.0,98.0,,,0,8,C
3512,2019,PBKS v RR,PBKS,RR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1.0,2.0,Chris Gayle,4.0,,PBKS,99.0,64.0,5.0,10.0,,,,,1.0,135.0,,,0,53,NC
3514,2019,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Gayle,4.0,,PBKS,69.0,37.0,5.0,6.0,,,,,1.0,103.0,,,0,83,NC
3515,2019,SRH v PBKS,SRH,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,Chris Gayle,4.0,,PBKS,23.0,10.0,1.0,4.0,,,,,1.0,39.0,,,0,19,NC
3516,2019,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1.0,2.0,Chris Gayle,4.0,,PBKS,4.0,3.0,0.0,1.0,,,,,0.0,9.0,,,0,9,NC
3517,2019,PBKS v CSK,PBKS,CSK,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2.0,1.0,Chris Gayle,4.0,,PBKS,14.0,14.0,0.0,2.0,,,,,0.0,20.0,,,0,51,NC
3518,2020,PBKS v SRH,PBKS,SRH,Dubai International Cricket Stadium,1.0,2.0,Chris Gayle,4.0,,PBKS,28.0,28.0,2.0,2.0,,,,,1.0,38.0,,,0,51,NC
3519,2020,CSK v PBKS,CSK,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",1.0,2.0,Chris Gayle,4.0,PBKS,PBKS,20.0,20.0,1.0,2.0,,,,,0.0,28.0,,,0,44,NC
3520,2020,MI v PBKS,MI,PBKS,Dubai International Cricket Stadium,2.0,1.0,Chris Gayle,4.0,,PBKS,12.0,19.0,0.0,0.0,0.0,5.0,[19],,0.0,14.0,0.5,,0,72,NC
3521,2020,KKR v PBKS,KKR,PBKS,Sharjah Cricket Stadium,2.0,1.0,Chris Gayle,4.0,,PBKS,24.0,21.0,2.0,1.0,,,,,0.0,33.0,,,0,73,VC
3522,2020,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,2.0,1.0,Chris Gayle,4.0,,PBKS,51.0,29.0,5.0,2.0,,,,1.0,1.0,89.0,,0.0,0,96,VC
3523,2020,PBKS v RR,PBKS,RR,"Sheikh Zayed Stadium, Abu Dhabi",1.0,2.0,Chris Gayle,4.0,,PBKS,53.0,45.0,5.0,1.0,,,,,1.0,76.0,,,0,32,VC
3524,2020,PBKS v DC,PBKS,DC,Dubai International Cricket Stadium,2.0,1.0,Chris Gayle,4.0,,PBKS,99.0,63.0,8.0,6.0,,,,,1.0,137.0,,,0,14,NC
3525,2021,RR v PBKS,RR,PBKS,"Wankhede Stadium, Mumbai",1.0,2.0,Chris Gayle,4.0,,PBKS,29.0,13.0,2.0,3.0,,,,,1.0,46.0,,,0,92,NC
3526,2021,PBKS v CSK,PBKS,CSK,"Wankhede Stadium, Mumbai",1.0,2.0,Chris Gayle,4.0,,PBKS,40.0,28.0,2.0,4.0,,,,,1.0,58.0,,,0,58,NC
3527,2021,DC v PBKS,DC,PBKS,"Wankhede Stadium, Mumbai",1.0,2.0,Chris Gayle,4.0,,PBKS,10.0,10.0,0.0,2.0,,,,,0.0,16.0,,,0,33,NC
3528,2021,PBKS v SRH,PBKS,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Chris Gayle,4.0,,PBKS,11.0,9.0,1.0,0.0,,,,1.0,0.0,25.0,,0.0,0,46,NC
3529,2021,PBKS v MI,PBKS,MI,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,Chris Gayle,4.0,,PBKS,15.0,17.0,0.0,2.0,,,,,0.0,21.0,,,0,48,NC
3530,2021,PBKS v KKR,PBKS,KKR,"Narendra Modi Stadium, Motera, Ahmedabad",1.0,2.0,Chris Gayle,4.0,,PBKS,43.0,35.0,2.0,5.0,,,,1.0,1.0,68.0,,0.0,0,52,NC
3531,2021,PBKS v RCB,PBKS,RCB,"Narendra Modi Stadium, Motera, Ahmedabad",1.0,2.0,Chris Gayle,4.0,,PBKS,0.0,1.0,0.0,0.0,,,,,0.0,2.0,,,1,39,NC
3532,2021,PBKS v DC,PBKS,DC,"Narendra Modi Stadium, Motera, Ahmedabad",1.0,2.0,Chris Gayle,4.0,,PBKS,46.0,24.0,2.0,6.0,,,,,1.0,70.0,,,0,95,NC
3533,2021,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",1.0,2.0,Chris Gayle,4.0,,PBKS,13.0,9.0,1.0,1.0,,,,,0.0,20.0,,,0,26,NC
3534,2021,SRH v PBKS,SRH,PBKS,Sharjah Cricket Stadium,1.0,2.0,Chris Gayle,4.0,,PBKS,1.0,4.0,0.0,0.0,,,,,0.0,5.0,,,0,63,NC
3535,2020,MI v KKR,MI,KKR,"Sheikh Zayed Stadium, Abu Dhabi",1.0,2.0,Chris Green,4.0,KKR,,,,,,,,,,,,,,0,82,NC
3536,2016,RCB v RPS,RCB,RPS,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Jordan,4.0,RCB,,,,,,,,,,,,,,0,17,NC
3537,2016,PBKS v RCB,PBKS,RCB,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1.0,2.0,Chris Jordan,4.0,RCB,,,,,,1.0,43.0,"[3, 14, 18, 20]",,1.0,27.0,4.0,,0,95,NC
3538,2016,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Chris Jordan,4.0,RCB,,,,,,0.0,52.0,"[3, 13, 18, 20]",,0.0,-2.0,4.0,,0,56,NC
3539,2016,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Chris Jordan,4.0,RCB,,,,,,0.0,37.0,"[3, 8, 18]",,0.0,-2.0,3.0,,0,76,NC
3540,2016,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",2.0,1.0,Chris Jordan,4.0,RCB,,,,,,4.0,11.0,"[7, 9, 13]",,1.0,142.0,3.0,,0,42,NC
3541,2016,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Chris Jordan,4.0,RCB,,,,,,0.0,22.0,"[8, 10, 19]",,0.0,4.0,3.0,,0,82,NC
3542,2016,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",2.0,1.0,Chris Jordan,4.0,RCB,,,,,,0.0,12.0,[3],1.0,0.0,12.0,1.0,0.0,0,26,NC
3543,2016,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Jordan,4.0,RCB,,,,,,1.0,10.0,"[3, 12]",1.0,1.0,41.0,2.0,0.0,0,64,NC
3544,2016,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Jordan,4.0,RCB,RCB,,,,,2.0,26.0,"[7, 14, 18, 20]",,1.0,72.0,4.0,,0,86,NC
3545,2017,SRH v KKR,SRH,KKR,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Chris Jordan,4.0,SRH,SRH,3.0,4.0,0.0,0.0,3.0,45.0,"[10, 12, 17, 19]",1.0,1.0,90.0,4.0,0.0,0,66,NC
3546,2018,PBKS v SRH,PBKS,SRH,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2.0,1.0,Chris Jordan,4.0,SRH,,0.0,1.0,0.0,0.0,1.0,9.0,[2],,1.0,27.0,1.0,,1,42,NC
3547,2020,DC v PBKS,DC,PBKS,Dubai International Cricket Stadium,2.0,1.0,Chris Jordan,4.0,PBKS,PBKS,,,,,0.0,31.0,"[2, 4, 13, 17]",,0.0,4.0,4.0,,0,60,NC
3548,2020,PBKS v SRH,PBKS,SRH,Dubai International Cricket Stadium,1.0,2.0,Chris Jordan,4.0,PBKS,PBKS,5.0,6.0,0.0,0.0,0.0,56.0,"[5, 8, 18, 20]",2.0,0.0,19.0,4.0,0.0,0,27,C
3549,2020,CSK v PBKS,CSK,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",1.0,2.0,Chris Jordan,4.0,PBKS,PBKS,7.0,12.0,0.0,0.0,3.0,17.0,"[11, 13, 17, 19]",2.0,1.0,108.0,4.0,0.0,0,79,NC
3550,2020,PBKS v CSK,PBKS,CSK,Dubai International Cricket Stadium,1.0,2.0,Chris Jordan,4.0,PBKS,,4.0,5.0,0.0,0.0,1.0,31.0,"[3, 10, 17]",,1.0,31.0,3.0,,0,34,NC
3551,2020,MI v PBKS,MI,PBKS,Dubai International Cricket Stadium,2.0,1.0,Chris Jordan,4.0,PBKS,PBKS,,,,,0.0,42.0,"[6, 11, 17]",,0.0,-2.0,3.0,,0,50,NC
3552,2020,KKR v PBKS,KKR,PBKS,Sharjah Cricket Stadium,2.0,1.0,Chris Jordan,4.0,PBKS,,13.0,8.0,0.0,2.0,1.0,32.0,"[8, 17, 20]",,1.0,42.0,3.0,,0,34,NC
3553,2020,PBKS v KKR,PBKS,KKR,"Sheikh Zayed Stadium, Abu Dhabi",2.0,1.0,Chris Jordan,4.0,PBKS,PBKS,,,,,2.0,25.0,"[9, 11, 18, 20]",,1.0,72.0,4.0,,0,56,NC
3554,2020,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,2.0,1.0,Chris Jordan,4.0,PBKS,,0.0,0.0,0.0,0.0,0.0,37.0,"[5, 8, 17, 20]",,0.0,2.0,4.0,,1,67,NC
3555,2020,PBKS v RR,PBKS,RR,"Sheikh Zayed Stadium, Abu Dhabi",1.0,2.0,Chris Jordan,4.0,PBKS,,,,,,1.0,20.0,"[14, 16, 19]",1.0,1.0,39.0,3.0,0.0,0,82,NC
3556,2021,PBKS v KKR,PBKS,KKR,"Narendra Modi Stadium, Motera, Ahmedabad",1.0,2.0,Chris Jordan,4.0,PBKS,PBKS,,,,,1.0,44.0,"[6, 14, 16, 18]",,1.0,23.0,3.3,,0,32,NC
3557,2021,PBKS v RCB,PBKS,RCB,"Narendra Modi Stadium, Motera, Ahmedabad",1.0,2.0,Chris Jordan,4.0,PBKS,,30.0,18.0,3.0,1.0,0.0,24.0,"[8, 10, 14]",,1.0,49.0,3.0,,0,2,NC
3558,2021,PBKS v DC,PBKS,DC,"Narendra Modi Stadium, Motera, Ahmedabad",1.0,2.0,Chris Jordan,4.0,PBKS,PBKS,,,,,1.0,31.0,"[8, 15, 17, 19]",,0.0,29.0,4.0,,0,92,NC
3559,2021,CSK v PBKS,CSK,PBKS,Dubai International Cricket Stadium,2.0,1.0,Chris Jordan,4.0,PBKS,,2.0,3.0,0.0,0.0,1.0,21.0,"[6, 17]",,1.0,29.0,2.0,,0,57,NC
3560,2022,CSK v PBKS,CSK,PBKS,"Brabourne Stadium, Mumbai",2.0,1.0,Chris Jordan,4.0,CSK,CSK,,,,,2.0,20.0,"[7, 9, 18]",,1.0,56.0,3.0,,0,54,NC
3561,2022,CSK v SRH,CSK,SRH,"Dr DY Patil Sports Academy, Navi Mumbai",1.0,2.0,Chris Jordan,4.0,CSK,CSK,5.0,5.0,0.0,0.0,2.0,23.0,"[2, 4, 16, 18]",0.0,1.0,69.0,4.0,1.0,0,0,NC
3562,2022,CSK v RCB,CSK,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",1.0,2.0,Chris Jordan,4.0,CSK,,6.0,3.0,0.0,0.0,0.0,34.0,"[5, 12, 17]",1.0,0.0,14.0,3.0,0.0,0,91,NC
3563,2022,GT v CSK,GT,CSK,"Maharashtra Cricket Association Stadium, Pune",1.0,2.0,Chris Jordan,4.0,CSK,,,,,,0.0,20.0,"[10, 19]",2.0,0.0,18.0,2.0,0.0,0,94,NC
3565,2023,MI v GT,MI,GT,"Wankhede Stadium, Mumbai",1.0,2.0,Chris Jordan,4.0,MI,,,,,,1.0,48.0,"[7, 11, 17, 19]",,0.0,25.0,4.0,,0,43,NC
3566,2023,LSG v MI,LSG,MI,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2.0,1.0,Chris Jordan,4.0,MI,,,,,,0.0,34.0,"[6, 10, 17, 19]",,0.0,4.0,4.0,,0,30,NC
3567,2023,MI v SRH,MI,SRH,"Wankhede Stadium, Mumbai",2.0,1.0,Chris Jordan,4.0,MI,,,,,,0.0,50.0,"[2, 5, 15, 18]",,0.0,-2.0,4.0,,0,56,NC
3568,2023,LSG v MI,LSG,MI,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Chris Jordan,4.0,MI,MI,,,,,1.0,42.0,"[4, 10, 18, 20]",,1.0,27.0,4.0,,0,4,NC
3569,2023,GT v MI,GT,MI,"Narendra Modi Stadium, Motera, Ahmedabad",2.0,1.0,Chris Jordan,4.0,MI,MI,4.0,7.0,0.0,0.0,1.0,7.0,"[4, 16]",1.0,1.0,59.0,2.0,0.0,0,8,NC
3570,2012,DC v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,Chris Lynn,4.0,,SRH,,,,,,,,,,,,,0,2,NC
3572,2014,KKR v PBKS,KKR,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",2.0,1.0,Chris Lynn,4.0,,KKR,45.0,31.0,3.0,3.0,,,,2.0,1.0,80.0,,0.0,0,24,NC
3573,2016,MI v KKR,MI,KKR,"Wankhede Stadium, Mumbai",1.0,2.0,Chris Lynn,4.0,,KKR,13.0,18.0,0.0,2.0,,,,,0.0,19.0,,,0,90,NC
3574,2016,RCB v KKR,RCB,KKR,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Lynn,4.0,,KKR,10.0,10.0,0.0,0.0,,,,1.0,0.0,22.0,,0.0,0,93,NC
3575,2017,GL v KKR,GL,KKR,"Saurashtra Cricket Association Stadium, Rajkot",2.0,1.0,Chris Lynn,4.0,,KKR,15.0,12.0,1.0,0.0,,,,,0.0,21.0,,,0,6,C
3576,2017,MI v KKR,MI,KKR,"Wankhede Stadium, Mumbai",1.0,2.0,Chris Lynn,4.0,,KKR,93.0,41.0,8.0,6.0,,,,,1.0,133.0,,,0,34,NC
3577,2017,RCB v KKR,RCB,KKR,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Lynn,4.0,,KKR,32.0,24.0,1.0,3.0,,,,,1.0,47.0,,,0,18,NC
